id,application_date,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan,num_contracts,bank_counts,total_loan_summa
2925709.0,2024-02-13 05:25:44.739000+00:00,-3,-3.0,357,4,4,163599931
2925711.0,2024-02-13 05:25:46.787000+00:00,18,1162641874.0,27,60,5,1162641874
2925712.0,2024-02-13 05:26:17.284000+00:00,1,-3.0,9,6,0,0
2925713.0,2024-02-13 05:26:23.765000+00:00,-3,-3.0,357,4,4,163599931
2925714.0,2024-02-13 05:26:17.284000+00:00,1,-3.0,9,6,0,0
2925716.0,2024-02-13 05:26:23.765000+00:00,-3,-3.0,357,4,4,163599931
2925717.0,2024-02-13 05:26:41.208000+00:00,8,1361270216.0,421,19,7,1361270216
2925719.0,2024-02-13 05:26:41.208000+00:00,8,1361270216.0,421,19,7,1361270216
2925720.0,2024-02-13 05:27:04.741000+00:00,2,-3.0,-1,2,2,0
2925722.0,2024-02-13 05:27:04.741000+00:00,2,-3.0,-1,2,2,0
2925724.0,2024-02-13 05:27:34.639000+00:00,2,-3.0,-1,2,2,0
2925725.0,2024-02-13 05:27:38.744000+00:00,10,-1.0,4,47,8,314000000
2925730.0,2024-02-13 05:27:34.639000+00:00,2,-3.0,-1,2,2,0
2925731.0,2024-02-13 05:27:38.744000+00:00,10,-1.0,4,47,8,314000000
2925734.0,2024-02-13 05:28:10.386000+00:00,10,-1.0,4,47,8,314000000
2925735.0,2024-02-13 05:28:13.166000+00:00,-3,205400000.0,351,7,1,205400000
2925736.0,2024-02-13 05:28:14.420000+00:00,1,-3.0,-1,23,2,0
2925738.0,2024-02-13 05:28:23.518000+00:00,28,4491314039.0,56,65,10,6303498395
2925739.0,2024-02-13 05:28:10.386000+00:00,10,-1.0,4,47,8,314000000
2925740.0,2024-02-13 05:28:28.169000+00:00,2,1469998800.0,15,23,9,1469998800
2925741.0,2024-02-13 05:28:13.166000+00:00,-3,205400000.0,351,7,1,205400000
2925744.0,2024-02-13 05:28:14.420000+00:00,1,-3.0,-1,23,2,0
2925745.0,2024-02-13 05:28:44.832000+00:00,-3,205400000.0,351,7,1,205400000
2925746.0,2024-02-13 05:28:23.518000+00:00,28,4491314039.0,56,65,10,6303498395
2925747.0,2024-02-13 05:28:28.169000+00:00,2,1469998800.0,15,23,9,1469998800
2925749.0,2024-02-13 05:28:44.832000+00:00,-3,205400000.0,351,7,1,205400000
2925750.0,2024-02-13 05:29:03.815000+00:00,5,707319423.0,223,27,7,707319423
2925753.0,2024-02-13 05:29:03.815000+00:00,5,707319423.0,223,27,7,707319423
2925755.0,2024-02-13 05:29:40.077000+00:00,5,707319423.0,223,27,7,707319423
2925757.0,2024-02-13 05:29:40.077000+00:00,5,707319423.0,223,27,7,707319423
2925759.0,2024-02-13 05:29:59.943000+00:00,2,-3.0,-1,2,2,0
2925762.0,2024-02-13 05:29:59.943000+00:00,2,-3.0,-1,2,2,0
2925764.0,2024-02-13 05:30:24.728000+00:00,3,-1.0,0,11,5,411000000
2925765.0,2024-02-13 05:30:25.550000+00:00,5,-3.0,-1,5,3,0
2925767.0,2024-02-13 05:30:28.283000+00:00,2,-3.0,-1,2,2,0
2925769.0,2024-02-13 05:30:24.728000+00:00,3,-1.0,0,11,5,411000000
2925771.0,2024-02-13 05:30:28.283000+00:00,2,-3.0,-1,2,2,0
2925772.0,2024-02-13 05:30:39.245000+00:00,3,-1.0,1700,27,6,0
2925773.0,2024-02-13 05:30:25.550000+00:00,5,-3.0,-1,5,3,0
2925776.0,2024-02-13 05:30:48.869000+00:00,3,-1.0,0,11,5,411000000
2925779.0,2024-02-13 05:30:39.245000+00:00,3,-1.0,1700,27,6,0
2925781.0,2024-02-13 05:30:48.869000+00:00,3,-1.0,0,11,5,411000000
2925783.0,2024-02-13 05:31:06.422000+00:00,5,-3.0,-1,5,3,0
2925785.0,2024-02-13 05:31:09.444000+00:00,3,-1.0,1700,27,6,0
2925786.0,2024-02-13 05:31:06.422000+00:00,5,-3.0,-1,5,3,0
2925787.0,2024-02-13 05:31:09.444000+00:00,3,-1.0,1700,27,6,0
2925788.0,2024-02-13 05:31:23.896000+00:00,-3,-3.0,299,3,2,196974000
2925790.0,2024-02-13 05:31:23.896000+00:00,-3,-3.0,299,3,2,196974000
2925792.0,2024-02-13 05:31:50.507000+00:00,8,-3.0,51,8,4,204446666
2925793.0,2024-02-13 05:31:52.059000+00:00,-3,-3.0,299,3,2,196974000
2925795.0,2024-02-13 05:31:52.059000+00:00,-3,-3.0,299,3,2,196974000
2925796.0,2024-02-13 05:31:50.507000+00:00,8,-3.0,51,8,4,204446666
2925800.0,2024-02-13 05:32:29.438000+00:00,8,-3.0,51,8,4,204446666
2925801.0,2024-02-13 05:32:29.438000+00:00,8,-3.0,51,8,4,204446666
2925802.0,2024-02-13 05:32:53.811000+00:00,2,-3.0,-1,3,3,0
2925806.0,2024-02-13 05:32:53.811000+00:00,2,-3.0,-1,3,3,0
2925810.0,2024-02-13 05:33:31.707000+00:00,2,-3.0,-1,3,3,0
2925812.0,2024-02-13 05:33:31.707000+00:00,2,-3.0,-1,3,3,0
2925817.0,2024-02-13 05:34:48.761000+00:00,4,1121317.0,70,4,2,1121317
2925819.0,2024-02-13 05:34:58.129000+00:00,-3,-3.0,807,6,0,0
2925820.0,2024-02-13 05:34:48.761000+00:00,4,1121317.0,70,4,2,1121317
2925823.0,2024-02-13 05:34:58.129000+00:00,-3,-3.0,807,6,0,0
2925827.0,2024-02-13 05:35:28.775000+00:00,4,1121317.0,70,4,2,1121317
2925828.0,2024-02-13 05:35:29.548000+00:00,1,31022042493.0,68,7,1,31022042493
2925830.0,2024-02-13 05:35:28.775000+00:00,4,1121317.0,70,4,2,1121317
2925831.0,2024-02-13 05:35:39.248000+00:00,-3,-3.0,807,6,0,0
2925832.0,2024-02-13 05:35:29.548000+00:00,1,31022042493.0,68,7,1,31022042493
2925834.0,2024-02-13 05:35:39.248000+00:00,-3,-3.0,807,6,0,0
2925835.0,2024-02-13 05:35:54.350000+00:00,1,31022042493.0,68,7,1,31022042493
2925837.0,2024-02-13 05:35:54.350000+00:00,1,31022042493.0,68,7,1,31022042493
2925838.0,2024-02-13 05:36:09.661000+00:00,12,953687751.0,74,26,9,970354417
2925839.0,2024-02-13 05:36:09.672000+00:00,6,426275198.0,139,17,6,426275198
2925841.0,2024-02-13 05:36:09.672000+00:00,6,426275198.0,139,17,6,426275198
2925842.0,2024-02-13 05:36:09.661000+00:00,12,953687751.0,74,26,9,970354417
2925844.0,2024-02-13 05:36:38.904000+00:00,22,1148778676.0,54,29,10,1148778676
2925845.0,2024-02-13 05:36:43.615000+00:00,12,953687751.0,74,26,9,970354417
2925847.0,2024-02-13 05:36:38.904000+00:00,22,1148778676.0,54,29,10,1148778676
2925848.0,2024-02-13 05:36:43.615000+00:00,12,953687751.0,74,26,9,970354417
2925851.0,2024-02-13 05:37:08.694000+00:00,22,1148778676.0,54,29,10,1148778676
2925853.0,2024-02-13 05:37:08.694000+00:00,22,1148778676.0,54,29,10,1148778676
2925854.0,2024-02-13 05:37:40.622000+00:00,2,250000000.0,84,4,3,250000000
2925856.0,2024-02-13 05:37:40.622000+00:00,2,250000000.0,84,4,3,250000000
2925858.0,2024-02-13 05:38:18.602000+00:00,2,250000000.0,84,4,3,250000000
2925860.0,2024-02-13 05:38:18.602000+00:00,2,250000000.0,84,4,3,250000000
2925869.0,2024-02-13 05:39:57.399000+00:00,5,32700000000.0,13,24,4,32700000000
2925872.0,2024-02-13 05:39:57.399000+00:00,5,32700000000.0,13,24,4,32700000000
2925874.0,2024-02-13 05:40:28.526000+00:00,7,-1.0,370,13,5,0
2925875.0,2024-02-13 05:40:30.287000+00:00,9,-1.0,1,18,5,0
2925876.0,2024-02-13 05:40:30.312000+00:00,2,-3.0,187,7,3,309600000
2925879.0,2024-02-13 05:40:28.526000+00:00,7,-1.0,370,13,5,0
2925880.0,2024-02-13 05:40:43.713000+00:00,-3,-1.0,1063,7,1,0
2925881.0,2024-02-13 05:40:30.287000+00:00,9,-1.0,1,18,5,0
2925882.0,2024-02-13 05:40:30.312000+00:00,2,-3.0,187,7,3,309600000
2925887.0,2024-02-13 05:40:58.650000+00:00,9,-1.0,1,18,5,0
2925888.0,2024-02-13 05:40:43.713000+00:00,-3,-1.0,1063,7,1,0
2925890.0,2024-02-13 05:40:58.650000+00:00,9,-1.0,1,18,5,0
2925892.0,2024-02-13 05:41:25.260000+00:00,-3,-1.0,1063,7,1,0
2925893.0,2024-02-13 05:41:30.521000+00:00,13,-3.0,4,29,5,410000000
2925894.0,2024-02-13 05:41:25.260000+00:00,-3,-1.0,1063,7,1,0
2925897.0,2024-02-13 05:41:30.521000+00:00,13,-3.0,4,29,5,410000000
2925899.0,2024-02-13 05:42:00.520000+00:00,3,-1.0,0,11,5,411000000
2925900.0,2024-02-13 05:42:01.215000+00:00,1,1483485809.0,294,9,4,1483485809
2925901.0,2024-02-13 05:42:07.558000+00:00,13,-3.0,4,29,5,410000000
2925902.0,2024-02-13 05:42:00.520000+00:00,3,-1.0,0,11,5,411000000
2925903.0,2024-02-13 05:42:07.558000+00:00,13,-3.0,4,29,5,410000000
2925904.0,2024-02-13 05:42:01.215000+00:00,1,1483485809.0,294,9,4,1483485809
2925907.0,2024-02-13 05:43:04.731000+00:00,2,-1.0,1330,10,5,0
2925911.0,2024-02-13 05:43:04.731000+00:00,2,-1.0,1330,10,5,0
2925917.0,2024-02-13 05:43:41.556000+00:00,2,-1.0,1330,10,5,0
2925919.0,2024-02-13 05:43:52.547000+00:00,7,-3.0,122,8,4,0
2925921.0,2024-02-13 05:43:41.556000+00:00,2,-1.0,1330,10,5,0
2925924.0,2024-02-13 05:44:06.645000+00:00,-3,-1.0,1357,2,2,0
2925925.0,2024-02-13 05:43:52.547000+00:00,7,-3.0,122,8,4,0
2925928.0,2024-02-13 05:44:11.658000+00:00,3,3281945205.0,151,4,3,3281945205
2925929.0,2024-02-13 05:44:12.764000+00:00,-3,-1.0,195,5,4,151200000
2925934.0,2024-02-13 05:44:06.645000+00:00,-3,-1.0,1357,2,2,0
2925935.0,2024-02-13 05:44:23.559000+00:00,6,491809096.0,118,13,7,491809096
2925937.0,2024-02-13 05:44:12.764000+00:00,-3,-1.0,195,5,4,151200000
2925939.0,2024-02-13 05:44:11.658000+00:00,3,3281945205.0,151,4,3,3281945205
2925943.0,2024-02-13 05:44:37.477000+00:00,-3,-1.0,1357,2,2,0
2925944.0,2024-02-13 05:44:23.559000+00:00,6,491809096.0,118,13,7,491809096
2925945.0,2024-02-13 05:44:37.477000+00:00,-3,-1.0,1357,2,2,0
2925947.0,2024-02-13 05:44:54.247000+00:00,3,3281945205.0,151,4,3,3281945205
2925948.0,2024-02-13 05:45:02.666000+00:00,2,-3.0,-1,2,2,0
2925949.0,2024-02-13 05:44:54.247000+00:00,3,3281945205.0,151,4,3,3281945205
2925951.0,2024-02-13 05:45:02.666000+00:00,2,-3.0,-1,2,2,0
2925953.0,2024-02-13 05:45:31.940000+00:00,66,3319227081.0,71,134,13,3319227081
2925954.0,2024-02-13 05:45:31.940000+00:00,66,3319227081.0,71,134,13,3319227081
2925955.0,2024-02-13 05:46:08.928000+00:00,2,-3.0,-1,2,2,0
2925956.0,2024-02-13 05:46:08.928000+00:00,2,-3.0,-1,2,2,0
2925960.0,2024-02-13 05:47:07.460000+00:00,10,4681739639.0,88,52,14,4681739639
2925961.0,2024-02-13 05:47:20.547000+00:00,6,1923205715.0,168,40,10,1992205715
2925962.0,2024-02-13 05:47:23.616000+00:00,6,10435758829.0,172,8,6,10435758829
2925965.0,2024-02-13 05:47:07.460000+00:00,10,4681739639.0,88,52,14,4681739639
2925966.0,2024-02-13 05:47:20.547000+00:00,6,1923205715.0,168,40,10,1992205715
2925967.0,2024-02-13 05:47:23.616000+00:00,6,10435758829.0,172,8,6,10435758829
2925971.0,2024-02-13 05:47:50.052000+00:00,6,10435758829.0,172,8,6,10435758829
2925972.0,2024-02-13 05:47:51.398000+00:00,6,1923205715.0,168,40,10,1992205715
2925973.0,2024-02-13 05:47:50.052000+00:00,6,10435758829.0,172,8,6,10435758829
2925974.0,2024-02-13 05:47:51.398000+00:00,6,1923205715.0,168,40,10,1992205715
2925975.0,2024-02-13 05:48:30.987000+00:00,-3,-3.0,-1,7,3,0
2925977.0,2024-02-13 05:48:30.987000+00:00,-3,-3.0,-1,7,3,0
2925980.0,2024-02-13 05:49:10.761000+00:00,-3,-3.0,-1,7,3,0
2925981.0,2024-02-13 05:49:10.761000+00:00,-3,-3.0,-1,7,3,0
2925982.0,2024-02-13 05:49:30.407000+00:00,3,-1.0,992,7,6,0
2925984.0,2024-02-13 05:49:30.407000+00:00,3,-1.0,992,7,6,0
2925986.0,2024-02-13 05:49:58.839000+00:00,3,-1.0,992,7,6,0
2925988.0,2024-02-13 05:49:58.839000+00:00,3,-1.0,992,7,6,0
2925991.0,2024-02-13 05:51:09.368000+00:00,4,11942774100.0,95,14,7,12181990300
2925995.0,2024-02-13 05:51:09.368000+00:00,4,11942774100.0,95,14,7,12181990300
2925997.0,2024-02-13 05:51:42.925000+00:00,2,1494204.0,1023,9,2,1494204
2925998.0,2024-02-13 05:51:46.364000+00:00,4,11942774100.0,95,14,7,12181990300
2925999.0,2024-02-13 05:51:42.925000+00:00,2,1494204.0,1023,9,2,1494204
2926000.0,2024-02-13 05:51:46.364000+00:00,4,11942774100.0,95,14,7,12181990300
2926008.0,2024-02-13 05:52:53.760000+00:00,2,-3.0,-1,2,2,0
2926010.0,2024-02-13 05:52:53.760000+00:00,2,-3.0,-1,2,2,0
2926013.0,2024-02-13 05:53:26.749000+00:00,2,-3.0,-1,2,2,0
2926014.0,2024-02-13 05:53:26.749000+00:00,2,-3.0,-1,2,2,0
2926016.0,2024-02-13 05:53:58.793000+00:00,2,-3.0,187,7,3,309600000
2926018.0,2024-02-13 05:53:58.793000+00:00,2,-3.0,187,7,3,309600000
2926019.0,2024-02-13 05:54:26.194000+00:00,31,-3.0,378,38,9,0
2926020.0,2024-02-13 05:54:26.194000+00:00,31,-3.0,378,38,9,0
2926021.0,2024-02-13 05:54:42.028000+00:00,5,-3.0,147,10,5,0
2926023.0,2024-02-13 05:54:42.028000+00:00,5,-3.0,147,10,5,0
2926024.0,2024-02-13 05:55:13.643000+00:00,6,2655000001.0,68,11,4,2657874667
2926026.0,2024-02-13 05:55:13.643000+00:00,6,2655000001.0,68,11,4,2657874667
2926028.0,2024-02-13 05:55:47.604000+00:00,1,-3.0,-1,2,1,0
2926029.0,2024-02-13 05:55:47.604000+00:00,1,-3.0,-1,2,1,0
2926030.0,2024-02-13 05:56:10.877000+00:00,2,250000000.0,84,4,3,250000000
2926032.0,2024-02-13 05:56:10.877000+00:00,2,250000000.0,84,4,3,250000000
2926037.0,2024-02-13 05:56:46.312000+00:00,10,-1.0,8,26,11,22288000
2926039.0,2024-02-13 05:56:46.312000+00:00,10,-1.0,8,26,11,22288000
2926041.0,2024-02-13 05:57:07.503000+00:00,2,-1.0,13,3,2,0
2926043.0,2024-02-13 05:57:12.578000+00:00,47,1046032985.0,48,54,7,1046032985
2926044.0,2024-02-13 05:57:14.443000+00:00,2,-1.0,1062,17,5,0
2926045.0,2024-02-13 05:57:17.144000+00:00,10,-1.0,8,26,11,22288000
2926048.0,2024-02-13 05:57:07.503000+00:00,2,-1.0,13,3,2,0
2926051.0,2024-02-13 05:57:12.578000+00:00,47,1046032985.0,48,54,7,1046032985
2926052.0,2024-02-13 05:57:14.443000+00:00,2,-1.0,1062,17,5,0
2926053.0,2024-02-13 05:57:17.144000+00:00,10,-1.0,8,26,11,22288000
2926056.0,2024-02-13 05:57:35.231000+00:00,2,-1.0,13,3,2,0
2926058.0,2024-02-13 05:57:44.524000+00:00,47,1046032985.0,48,54,7,1046032985
2926060.0,2024-02-13 05:57:35.231000+00:00,2,-1.0,13,3,2,0
2926063.0,2024-02-13 05:57:44.524000+00:00,47,1046032985.0,48,54,7,1046032985
2926066.0,2024-02-13 05:58:15.374000+00:00,-3,7269311925.0,1557,12,3,7269311925
2926069.0,2024-02-13 05:58:23.326000+00:00,20,3055510510.0,15,24,10,3314651254
2926070.0,2024-02-13 05:58:15.374000+00:00,-3,7269311925.0,1557,12,3,7269311925
2926071.0,2024-02-13 05:58:23.326000+00:00,20,3055510510.0,15,24,10,3314651254
2926072.0,2024-02-13 05:58:49.357000+00:00,1,-3.0,-1,7,1,0
2926075.0,2024-02-13 05:59:04.569000+00:00,6,967499164.0,172,17,6,967499164
2926076.0,2024-02-13 05:58:49.357000+00:00,1,-3.0,-1,7,1,0
2926079.0,2024-02-13 05:59:16.868000+00:00,1,-3.0,-1,7,1,0
2926081.0,2024-02-13 05:59:04.569000+00:00,6,967499164.0,172,17,6,967499164
2926084.0,2024-02-13 05:59:16.868000+00:00,1,-3.0,-1,7,1,0
2926088.0,2024-02-13 05:59:57.230000+00:00,4,259607921.0,267,23,11,259607921
2926089.0,2024-02-13 05:59:57.230000+00:00,4,259607921.0,267,23,11,259607921
2926090.0,2024-02-13 06:00:22.025000+00:00,-3,297334099.0,257,7,2,297334099
2926092.0,2024-02-13 06:00:22.025000+00:00,-3,297334099.0,257,7,2,297334099
2926094.0,2024-02-13 06:00:51.515000+00:00,-3,297334099.0,257,7,2,297334099
2926096.0,2024-02-13 06:00:51.515000+00:00,-3,297334099.0,257,7,2,297334099
2926101.0,2024-02-13 06:01:47.495000+00:00,6,2845763433.0,146,21,6,3685763433
2926102.0,2024-02-13 06:01:47.495000+00:00,6,2845763433.0,146,21,6,3685763433
2926104.0,2024-02-13 06:02:15.113000+00:00,28,737240233.0,8,53,6,1403840233
2926105.0,2024-02-13 06:02:15.791000+00:00,2,-3.0,-1,2,2,0
2926107.0,2024-02-13 06:02:15.791000+00:00,2,-3.0,-1,2,2,0
2926109.0,2024-02-13 06:02:15.113000+00:00,28,737240233.0,8,53,6,1403840233
2926111.0,2024-02-13 06:02:33.452000+00:00,-3,297334099.0,257,7,2,297334099
2926113.0,2024-02-13 06:02:42.656000+00:00,2,-3.0,-1,2,2,0
2926114.0,2024-02-13 06:02:33.452000+00:00,-3,297334099.0,257,7,2,297334099
2926115.0,2024-02-13 06:02:43.786000+00:00,1,18187711912.0,817,12,6,18187711912
2926117.0,2024-02-13 06:02:50.882000+00:00,2,-1.0,13,3,2,0
2926120.0,2024-02-13 06:02:42.656000+00:00,2,-3.0,-1,2,2,0
2926123.0,2024-02-13 06:02:50.882000+00:00,2,-1.0,13,3,2,0
2926124.0,2024-02-13 06:02:43.786000+00:00,1,18187711912.0,817,12,6,18187711912
2926129.0,2024-02-13 06:03:19.138000+00:00,1,18187711912.0,817,12,6,18187711912
2926133.0,2024-02-13 06:03:19.138000+00:00,1,18187711912.0,817,12,6,18187711912
2926134.0,2024-02-13 06:03:34.403000+00:00,-3,-1.0,1359,6,4,0
2926138.0,2024-02-13 06:03:39.710000+00:00,47,1046032985.0,48,54,7,1046032985
2926139.0,2024-02-13 06:03:34.403000+00:00,-3,-1.0,1359,6,4,0
2926141.0,2024-02-13 06:03:39.710000+00:00,47,1046032985.0,48,54,7,1046032985
2926144.0,2024-02-13 06:03:59.460000+00:00,-3,-1.0,1639,2,1,0
2926146.0,2024-02-13 06:04:01.300000+00:00,-3,-1.0,1359,6,4,0
2926151.0,2024-02-13 06:04:01.300000+00:00,-3,-1.0,1359,6,4,0
2926152.0,2024-02-13 06:03:59.460000+00:00,-3,-1.0,1639,2,1,0
2926155.0,2024-02-13 06:04:25.377000+00:00,-3,505555560.0,309,5,2,505555560
2926156.0,2024-02-13 06:04:29.153000+00:00,-3,-1.0,1639,2,1,0
2926159.0,2024-02-13 06:04:40.516000+00:00,3,-3.0,-1,4,3,0
2926160.0,2024-02-13 06:04:29.153000+00:00,-3,-1.0,1639,2,1,0
2926161.0,2024-02-13 06:04:25.377000+00:00,-3,505555560.0,309,5,2,505555560
2926166.0,2024-02-13 06:04:54.827000+00:00,-3,505555560.0,309,5,2,505555560
2926167.0,2024-02-13 06:04:40.516000+00:00,3,-3.0,-1,4,3,0
2926170.0,2024-02-13 06:04:54.827000+00:00,-3,505555560.0,309,5,2,505555560
2926172.0,2024-02-13 06:05:18+00:00,3,-3.0,-1,4,3,0
2926173.0,2024-02-13 06:05:24.987000+00:00,1,-3.0,-1,2,2,0
2926175.0,2024-02-13 06:05:18+00:00,3,-3.0,-1,4,3,0
2926177.0,2024-02-13 06:05:24.987000+00:00,1,-3.0,-1,2,2,0
2926180.0,2024-02-13 06:06:01.101000+00:00,1,-3.0,-1,2,2,0
2926182.0,2024-02-13 06:06:10.693000+00:00,-3,-1.0,1359,6,4,0
2926183.0,2024-02-13 06:06:01.101000+00:00,1,-3.0,-1,2,2,0
2926184.0,2024-02-13 06:06:15.119000+00:00,4,1766563873.0,155,14,6,1766563873
2926185.0,2024-02-13 06:06:10.693000+00:00,-3,-1.0,1359,6,4,0
2926186.0,2024-02-13 06:06:15.119000+00:00,4,1766563873.0,155,14,6,1766563873
2926189.0,2024-02-13 06:06:41.451000+00:00,2,-3.0,-1,2,2,0
2926191.0,2024-02-13 06:06:41.451000+00:00,2,-3.0,-1,2,2,0
2926193.0,2024-02-13 06:07:04.529000+00:00,13,1930703189.0,49,23,9,1930703189
2926194.0,2024-02-13 06:07:04.529000+00:00,13,1930703189.0,49,23,9,1930703189
2926195.0,2024-02-13 06:07:21.736000+00:00,2,-3.0,-1,2,2,0
2926196.0,2024-02-13 06:07:21.736000+00:00,2,-3.0,-1,2,2,0
2926199.0,2024-02-13 06:09:26.994000+00:00,-3,217320883.0,729,6,3,217320883
2926201.0,2024-02-13 06:09:26.994000+00:00,-3,217320883.0,729,6,3,217320883
2926205.0,2024-02-13 06:09:54.210000+00:00,-3,217320883.0,729,6,3,217320883
